"id","public_id","name","moldb_iupac","state","annotation_quality","description","cas_number","moldb_inchikey","moldb_inchi","moldb_smiles","moldb_mono_mass","kingdom","superklass","klass","subklass"
16487,"FDB016480","Xylosylastragalin","","low","Isolated from French beans. Xylosylastragalin is found in pulses.","","OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O","InChI=1S/C21H20O11/c22-7-13-15(26)17(28)18(29)21(31-13)32-20-16(27)14-11(25)5-10(24)6-12(14)30-19(20)8-1-3-9(23)4-2-8/h1-6,13,15,17-18,21-26,28-29H,7H2",448.1005615,"JPUKWEQWGBDDQB-UHFFFAOYSA-N","5,7-dihydroxy-2-(4-hydroxyphenyl)-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one","","","",""
16488,"FDB016481","2''-Apiosylastragalin","","low","Possibly isolated from the leaves of Cicer arietinum (chickpea). 2''-Apiosylastragalin is found in chickpea and pulses.","99816-59-8","OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(OC2OCC(O)(CO)C2O)C(O)C1O","InChI=1S/C26H28O15/c27-7-15-17(32)19(34)22(41-25-23(35)26(36,8-28)9-37-25)24(39-15)40-21-18(33)16-13(31)5-12(30)6-14(16)38-20(21)10-1-3-11(29)4-2-10/h1-6,15,17,19,22-25,27-32,34-36H,7-9H2",580.1428202,"MNBRHJWOHPGQIW-UHFFFAOYSA-N","3-[(3-{[3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one","","","",""
16489,"FDB016482","Astragalin 4'-glucoside","","low","Isolated from caucas (Allium victorialis) and Prunus subspecies Astragalin 4'-glucoside is found in many foods, some of which are fruits, sour cherry, onion-family vegetables, and sweet cherry.","71939-16-7","OCC1OC(OC2=CC=C(C=C2)C2=C(OC3OC(CO)C(O)C(O)C3O)C(=O)C3=C(O)C=C(O)C=C3O2)C(O)C(O)C1O","InChI=1S/C27H30O16/c28-7-14-17(32)20(35)22(37)26(41-14)39-11-3-1-9(2-4-11)24-25(19(34)16-12(31)5-10(30)6-13(16)40-24)43-27-23(38)21(36)18(33)15(8-29)42-27/h1-6,14-15,17-18,20-23,26-33,35-38H,7-8H2",610.1533849,"CRHCCDOCWGWLSH-UHFFFAOYSA-N","5,7-dihydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-2-(4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16490,"FDB016483","Kaempferol 3-(2''-rhamnosylrutinoside)","","low","Isolated from hop flowers Humulus lupulus. Kaempferol 3-(2''-rhamnosylrutinoside) is found in alcoholic beverages and herbs and spices.","32602-83-8","CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)C(O)C(O)C2O)C(OC2OC(C)C(O)C(O)C2O)C(O)C1O","InChI=1S/C33H40O19/c1-10-19(37)23(41)26(44)31(47-10)52-30-25(43)20(38)11(2)48-33(30)46-9-17-21(39)24(42)27(45)32(50-17)51-29-22(40)18-15(36)7-14(35)8-16(18)49-28(29)12-3-5-13(34)6-4-12/h3-8,10-11,17,19-21,23-27,30-39,41-45H,9H2,1-2H3",740.2163791,"WQRYALSJYYLFRY-UHFFFAOYSA-N","3-({6-[({4,5-dihydroxy-6-methyl-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl}oxy)methyl]-3,4,5-trihydroxyoxan-2-yl}oxy)-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16491,"FDB016484","Astragalin 7-glucoside","","low","Isolated from Paeonia albiflora and other plant subspecies [CCD]. Astragalin 7-glucoside is found in many foods, some of which are hedge mustard, broccoli, broad bean, and fenugreek.","25615-14-9","OCC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(CO)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O","InChI=1S/C27H30O16/c28-7-14-17(32)20(35)22(37)26(41-14)39-11-5-12(31)16-13(6-11)40-24(9-1-3-10(30)4-2-9)25(19(16)34)43-27-23(38)21(36)18(33)15(8-29)42-27/h1-6,14-15,17-18,20-23,26-33,35-38H,7-8H2",610.1533849,"XFFQVRFGLSBFON-UHFFFAOYSA-N","5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy})-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16492,"FDB016485","2''-Galloylastragalin","","low","2''-galloylastragalin is a member of the class of compounds known as flavonoid-3-o-glycosides. Flavonoid-3-o-glycosides are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C3-position. 2''-galloylastragalin is practically insoluble (in water) and a very weakly acidic compound (based on its pKa). 2''-galloylastragalin can be found in japanese persimmon, which makes 2''-galloylastragalin a potential biomarker for the consumption of this food product.","76343-90-3","OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C1O","InChI=1S/C28H24O15/c29-9-18-21(36)23(38)26(42-27(39)11-5-15(33)20(35)16(34)6-11)28(41-18)43-25-22(37)19-14(32)7-13(31)8-17(19)40-24(25)10-1-3-12(30)4-2-10/h1-8,18,21,23,26,28-36,38H,9H2",600.1115201,"UWIQWJHBYRTKAL-UHFFFAOYSA-N","2-{[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl 3,4,5-trihydroxybenzoate","","","",""
16493,"FDB016486","6''-Malonylastragalin","","low","Constituent of Cicer species and pears. 6''-Malonylastragalin is found in pomes, pulses, and pear.","81149-02-2","OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C1O","InChI=1S/C24H22O14/c25-10-3-1-9(2-4-10)22-23(19(32)17-12(27)5-11(26)6-13(17)36-22)38-24-21(34)20(33)18(31)14(37-24)8-35-16(30)7-15(28)29/h1-6,14,18,20-21,24-27,31,33-34H,7-8H2,(H,28,29)",534.1009554,"XEXCLTHHXIWUHO-UHFFFAOYSA-N","3-[(6-{[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methoxy]-3-oxopropanoic acid","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16494,"FDB016487","2'',4''-Bis-O-(4-hydroxycinnamoyl)astragalin","","low","Isolated from Quercus ilex (holly oak). 2'',4''-Bis-O-(4-hydroxycinnamoyl)astragalin is found in coffee and coffee products and fats and oils.","85122-24-3","OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(OC(=O)\C=C\C2=CC=C(O)C=C2)C(O)C1OC(=O)\C=C\C1=CC=C(O)C=C1","InChI=1S/C39H32O15/c40-19-29-36(52-30(46)15-5-20-1-9-23(41)10-2-20)34(49)38(53-31(47)16-6-21-3-11-24(42)12-4-21)39(51-29)54-37-33(48)32-27(45)17-26(44)18-28(32)50-35(37)22-7-13-25(43)14-8-22/h1-18,29,34,36,38-45,49H,19H2/b15-5+,16-6+",740.1741204,"FVUOCOCBVMNVGQ-IAGONARPSA-N","2-{[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-4-hydroxy-6-(hydroxymethyl)-5-{[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy}oxan-3-yl (2E)-3-(4-hydroxyphenyl)prop-2-enoate","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16495,"FDB016488","Kaempferol 3-(2"",6""-di-(E)-p-coumarylglucoside)","","low","Isolated from Quercus ilex (holly oak). Kaempferol 3-(2"",6""-di-(E)-p-coumarylglucoside) is found in coffee and coffee products and fats and oils.","94474-74-5","OC1C(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(OC(=O)\C=C\C2=CC=C(O)C=C2)C1O","InChI=1S/C39H32O15/c40-23-9-1-20(2-10-23)5-15-30(45)50-19-29-33(47)35(49)38(53-31(46)16-6-21-3-11-24(41)12-4-21)39(52-29)54-37-34(48)32-27(44)17-26(43)18-28(32)51-36(37)22-7-13-25(42)14-8-22/h1-18,29,33,35,38-44,47,49H,19H2/b15-5+,16-6+",740.1741204,"YXXQUJGFZPLXJV-IAGONARPSA-N","(6-{[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-3,4-dihydroxy-5-{[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy}oxan-2-yl)methyl (2E)-3-(4-hydroxyphenyl)prop-2-enoate","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16496,"FDB016489","6''-(4-Hydroxycinnamoyl)astragalin 4'-glucoside","","low","Isolated from Tartar bread plant (Crambe tatarica). 6''-(4-Hydroxycinnamoyl)astragalin 4'-glucoside is found in green vegetables and root vegetables.","87339-51-3","OCC1OC(OC2=CC=C(C=C2)C2=C(OC3OC(COC(=O)\C=C\C4=CC=C(O)C=C4)C(O)C(O)C3O)C(=O)C3=C(O)C=C(O)C=C3O2)C(O)C(O)C1O","InChI=1S/C36H36O18/c37-13-22-26(42)29(45)31(47)35(52-22)50-19-8-4-16(5-9-19)33-34(28(44)25-20(40)11-18(39)12-21(25)51-33)54-36-32(48)30(46)27(43)23(53-36)14-49-24(41)10-3-15-1-6-17(38)7-2-15/h1-12,22-23,26-27,29-32,35-40,42-43,45-48H,13-14H2/b10-3+",756.1901643,"GTTHRFWSXLOEPD-XCVCLJGOSA-N","(6-{[5,7-dihydroxy-4-oxo-2-(4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-4H-chromen-3-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methyl (2E)-3-(4-hydroxyphenyl)prop-2-enoate","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16497,"FDB016490","Astragalin 7-rhamnoside","","low","Constituent of Delphinium formosum, Tilia argentea and many other plant subspecies [CCD]. Astragalin 7-rhamnoside is found in many foods, some of which are silver linden, broad bean, linden, and grass pea.","38784-79-1","CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(CO)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O","InChI=1S/C27H30O15/c1-9-17(31)20(34)22(36)26(38-9)39-12-6-13(30)16-14(7-12)40-24(10-2-4-11(29)5-3-10)25(19(16)33)42-27-23(37)21(35)18(32)15(8-28)41-27/h2-7,9,15,17-18,20-23,26-32,34-37H,8H2,1H3",594.1584703,"JYXSWDCPHRTYGU-UHFFFAOYSA-N","5-hydroxy-2-(4-hydroxyphenyl)-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-7-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16498,"FDB016491","Kaempferol 3-rhamnoside","","low","5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4h-chromen-4-one is a member of the class of compounds known as flavonoid-3-o-glycosides. Flavonoid-3-o-glycosides are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C3-position. 5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4h-chromen-4-one is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). 5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4h-chromen-4-one can be found in a number of food items such as endive, linden, peach, and ginkgo nuts, which makes 5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4h-chromen-4-one a potential biomarker for the consumption of these food products. ","482-39-3","CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O","InChI=1S/C21H20O10/c1-8-15(25)17(27)18(28)21(29-8)31-20-16(26)14-12(24)6-11(23)7-13(14)30-19(20)9-2-4-10(22)5-3-9/h2-8,15,17-18,21-25,27-28H,1H3",432.1056469,"SOSLMHZOJATCCP-UHFFFAOYSA-N","5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4H-chromen-4-one","","","",""
16499,"FDB016492","Multiflorin B","","low","Multiflorin b is a member of the class of compounds known as flavonoid-3-o-glycosides. Flavonoid-3-o-glycosides are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C3-position. Multiflorin b is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). Multiflorin b can be found in peach, which makes multiflorin b a potential biomarker for the consumption of this food product.","52657-01-9","CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O","InChI=1S/C27H30O15/c1-9-23(41-27-21(36)19(34)17(32)15(8-28)40-27)20(35)22(37)26(38-9)42-25-18(33)16-13(31)6-12(30)7-14(16)39-24(25)10-2-4-11(29)5-3-10/h2-7,9,15,17,19-23,26-32,34-37H,8H2,1H3",594.1584703,"ZCSDEGFPWXFQLB-UHFFFAOYSA-N","3-[(3,4-dihydroxy-6-methyl-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl)oxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)-4H-chromen-4-one","","","",""
16500,"FDB016493","Multiflorin A","","low","Multiflorin a is a member of the class of compounds known as flavonoid-3-o-glycosides. Flavonoid-3-o-glycosides are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C3-position. Multiflorin a is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). Multiflorin a can be found in peach, which makes multiflorin a a potential biomarker for the consumption of this food product.","61358-52-9","CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1OC1OC(COC(C)=O)C(O)C(O)C1O","InChI=1S/C29H32O16/c1-10-25(44-29-23(38)21(36)19(34)17(43-29)9-40-11(2)30)22(37)24(39)28(41-10)45-27-20(35)18-15(33)7-14(32)8-16(18)42-26(27)12-3-5-13(31)6-4-12/h3-8,10,17,19,21-25,28-29,31-34,36-39H,9H2,1-2H3",636.169035,"KXOPSQZLBRPJGX-UHFFFAOYSA-N","{6-[(6-{[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-3-yl]oxy}-4,5-dihydroxy-2-methyloxan-3-yl)oxy]-3,4,5-trihydroxyoxan-2-yl}methyl acetate","","","",""
16501,"FDB016494","Kaempferitrin","","low","Kaempferitrin is a chemical compound. It can be isolated from the leaves of Hedyotis verticillata. Kaempferitrin is found in tea and linden.","482-38-2","CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(C)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O","InChI=1S/C27H30O14/c1-9-17(30)20(33)22(35)26(37-9)39-13-7-14(29)16-15(8-13)40-24(11-3-5-12(28)6-4-11)25(19(16)32)41-27-23(36)21(34)18(31)10(2)38-27/h3-10,17-18,20-23,26-31,33-36H,1-2H3",578.1635557,"PUPKKEQDLNREIM-UHFFFAOYSA-N","5-hydroxy-2-(4-hydroxyphenyl)-3,7-bis[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16502,"FDB016495","Kaempferol 7-glucoside","","low","Kaempferol 7-glucoside is a member of the class of compounds known as flavonoid-7-o-glycosides. Flavonoid-7-o-glycosides are phenolic compounds containing a flavonoid moiety which is O-glycosidically linked to carbohydrate moiety at the C7-position. Kaempferol 7-glucoside is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). Kaempferol 7-glucoside can be found in a number of food items such as flaxseed, ginkgo nuts, white cabbage, and saffron, which makes kaempferol 7-glucoside a potential biomarker for the consumption of these food products. ","16290-07-6","OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C(O)=C(O3)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O","InChI=1S/C21H20O11/c22-7-13-15(25)17(27)19(29)21(32-13)30-10-5-11(24)14-12(6-10)31-20(18(28)16(14)26)8-1-3-9(23)4-2-8/h1-6,13,15,17,19,21-25,27-29H,7H2/t13-,15-,17+,19-,21-/m1/s1",448.1005615,"YPWHZCPMOQGCDQ-HMGRVEAOSA-N","3,5-dihydroxy-2-(4-hydroxyphenyl)-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one","","","",""
16504,"FDB016497","Kaempferol 7-(6''-galloylglucoside)","","low","Isolated from Acacia farnesiana (sweet acacia)","85933-23-9","OC1C(O)C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC2=CC(O)=C3C(OC(=C(O)C3=O)C3=CC=C(O)C=C3)=C2)C1O","InChI=1S/C28H24O15/c29-12-3-1-10(2-4-12)26-24(37)22(35)19-14(30)7-13(8-17(19)42-26)41-28-25(38)23(36)21(34)18(43-28)9-40-27(39)11-5-15(31)20(33)16(32)6-11/h1-8,18,21,23,25,28-34,36-38H,9H2",600.1115201,"PJGFYRIIZPHDJQ-UHFFFAOYSA-N","(6-{[3,5-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methyl 3,4,5-trihydroxybenzoate","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16505,"FDB016498","Kaempferol 3-(2'''-sinapoylsophoroside) 7-glucoside","","low","Isolated from rape seed (Brassica napus). Kaempferol 3-(2'''-sinapoylsophoroside) 7-glucoside is found in brassicas.","61042-11-3","COC1=CC(\C=C\C(=O)OC2C(OC3C(OC4=C(OC5=CC(OC6OC(CO)C(O)C(O)C6O)=CC(O)=C5C4=O)C4=CC=C(O)C=C4)OC(CO)C(O)C3O)OC(CO)C(O)C2O)=CC(OC)=C1O","InChI=1S/C44H50O25/c1-60-22-9-16(10-23(61-2)29(22)51)3-8-27(50)67-40-35(57)31(53)25(14-46)65-43(40)69-41-36(58)32(54)26(15-47)66-44(41)68-39-33(55)28-20(49)11-19(62-42-37(59)34(56)30(52)24(13-45)64-42)12-21(28)63-38(39)17-4-6-18(48)7-5-17/h3-12,24-26,30-32,34-37,40-49,51-54,56-59H,13-15H2,1-2H3/b8-3+",978.2641172,"YXXQWPJFPHUNRF-FPYGCLRLSA-N","2-[(4,5-dihydroxy-2-{[5-hydroxy-2-(4-hydroxyphenyl)-4-oxo-7-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-3-yl]oxy}-6-(hydroxymethyl)oxan-3-yl)oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl (2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoate","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16506,"FDB016499","Kaempferide","","low","Isolated from roots of Alpinia officinarum (lesser galangal). Kaempferide is found in many foods, some of which are herbs and spices, cloves, sour cherry, and european plum.","491-54-3","COC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1","InChI=1S/C16H12O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,17-18,20H,1H3",300.0633881,"SQFSKOYWJBQGKQ-UHFFFAOYSA-N","3,5,7-trihydroxy-2-(4-methoxyphenyl)-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids"
16507,"FDB016500","Kaempferide 3-[glucopyranosyl-(1->?)-glucopyranoside]","","low","Isolated from Dillenia indica (elephant apple). Kaempferide 3-[glucopyranosyl-(1->?)-glucopyranoside] is found in beverages and fruits.","33569-07-2","COC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1","InChI=1S/C16H12O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,17-18,20H,1H3",300.0633881,"SQFSKOYWJBQGKQ-UHFFFAOYSA-N","3,5,7-trihydroxy-2-(4-methoxyphenyl)-4H-chromen-4-one","","","",""
16508,"FDB016501","Sexangularetin 3-glucoside 7-rhamnoside","","low","Isolated from Gossypium hirsutum (cottonseed). Sexangularetin 3-glucoside 7-rhamnoside is found in fats and oils.","47850-51-1","COC1=C(OC2OC(C)C(O)C(O)C2O)C=C(O)C2=C1OC(C1=CC=C(O)C=C1)=C(OC1OC(CO)C(O)C(O)C1O)C2=O","InChI=1S/C28H32O16/c1-9-16(32)19(35)21(37)27(40-9)41-13-7-12(31)15-18(34)26(44-28-22(38)20(36)17(33)14(8-29)42-28)23(43-25(15)24(13)39-2)10-3-5-11(30)6-4-10/h3-7,9,14,16-17,19-22,27-33,35-38H,8H2,1-2H3",624.169035,"LSHYTUQCUQMUJP-UHFFFAOYSA-N","5-hydroxy-2-(4-hydroxyphenyl)-8-methoxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-7-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16509,"FDB016502","(S)-Cajaflavanone","","low","Constituent of Cajanus cajan (pigeon pea). (S)-Cajaflavanone is found in pigeon pea and pulses.","68236-12-4","CC(C)=CCC1=C(O)C2=C(OC(CC2=O)C2=CC=C(O)C=C2)C2=C1OC(C)(C)C=C2","InChI=1S/C25H26O5/c1-14(2)5-10-17-22(28)21-19(27)13-20(15-6-8-16(26)9-7-15)29-24(21)18-11-12-25(3,4)30-23(17)18/h5-9,11-12,20,26,28H,10,13H2,1-4H3",406.1780239,"TXWYWZHIUMRYOS-UHFFFAOYSA-N","8-hydroxy-4-(4-hydroxyphenyl)-12,12-dimethyl-9-(3-methylbut-2-en-1-yl)-3,11-dioxatricyclo[8.4.0.0²,⁷]tetradeca-1(10),2(7),8,13-tetraen-6-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavans"
16510,"FDB016503","(S)-5,7-Dihydroxy-6-prenylflavanone","","low","Constituent of Glycyrrhiza glabra (licorice). (S)-5,7-Dihydroxy-6-prenylflavanone is found in tea and herbs and spices.","55051-77-9","CC(C)=CCC1=C(O)C2=C(OC(CC2=O)C2=CC=CC=C2)C=C1O","InChI=1S/C20H20O4/c1-12(2)8-9-14-15(21)10-18-19(20(14)23)16(22)11-17(24-18)13-6-4-3-5-7-13/h3-8,10,17,21,23H,9,11H2,1-2H3",324.1361591,"UOWOIGNEFLTNAW-UHFFFAOYSA-N","5,7-dihydroxy-6-(3-methylbut-2-en-1-yl)-2-phenyl-3,4-dihydro-2H-1-benzopyran-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavans"
16511,"FDB016504","2''-Acetylorientin","","low","2''-acetylorientin is a member of the class of compounds known as flavonoid 8-c-glycosides. Flavonoid 8-c-glycosides are compounds containing a carbohydrate moiety which is C-glycosidically linked to 8-position of a 2-phenylchromen-4-one flavonoid backbone. 2''-acetylorientin is slightly soluble (in water) and a very weakly acidic compound (based on its pKa). 2''-acetylorientin can be found in sorrel, which makes 2''-acetylorientin a potential biomarker for the consumption of this food product.","71880-89-2","CC(=O)OC1C(O)C(O)C(CO)OC1C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC(O)=C(O)C=C1","InChI=1S/C23H22O12/c1-8(25)33-23-20(32)19(31)16(7-24)35-22(23)18-13(29)5-12(28)17-14(30)6-15(34-21(17)18)9-2-3-10(26)11(27)4-9/h2-6,16,19-20,22-24,26-29,31-32H,7H2,1H3",490.1111262,"BUWALTSLLYTARL-UHFFFAOYSA-N","2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-4H-chromen-8-yl]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl acetate","","","",""
16512,"FDB016505","Orientin 2''-rhamnoside","","low","Isolated from Fortunella japonica (round kumquat). Orientin 2''-rhamnoside is found in fruits.","81398-30-3","CC1OC(OC2C(O)C(O)C(CO)OC2C2=C(O)C=C(O)C3=C2OC(=CC3=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O","InChI=1S/C27H30O15/c1-8-19(34)21(36)23(38)27(39-8)42-26-22(37)20(35)16(7-28)41-25(26)18-13(32)5-12(31)17-14(33)6-15(40-24(17)18)9-2-3-10(29)11(30)4-9/h2-6,8,16,19-23,25-32,34-38H,7H2,1H3",594.1584703,"TVSBSLGTNMNUBC-UHFFFAOYSA-N","8-[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
16513,"FDB016506","Orientin 7-rhamnoside","","low","Isolated from Linum usitatissimum. Orientin 7-rhamnoside is found in tea, flaxseed, and coffee and coffee products.","29432-29-9","CC1OC(OC2=C(C3OC(CO)C(O)C(O)C3O)C3=C(C(O)=C2)C(=O)C=C(O3)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O","InChI=1S/C27H30O15/c1-8-19(33)21(35)24(38)27(39-8)42-15-6-13(32)17-12(31)5-14(9-2-3-10(29)11(30)4-9)40-25(17)18(15)26-23(37)22(36)20(34)16(7-28)41-26/h2-6,8,16,19-24,26-30,32-38H,7H2,1H3",594.1584703,"WNHQLQDLHBPVNM-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-5-hydroxy-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-7-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
